"Time EST","Air Temp (°C)","Dew Point (°C)","Relative Humidity (%)"
"2018-03-02 18:20","0.0","-5.0","682"
"2018-03-02 18:30","0.0","-5.0","685"
"2018-03-02 18:40","0.0","-5.0","686"
"2018-03-02 18:50","0.0","-5.0","686"
"2018-03-02 19:00","0.0","-5.0","688"
"2018-03-02 19:10","0.0","-5.0","688"
"2018-03-02 19:20","0.0","-5.0","690"
"2018-03-02 19:30","0.0","-5.0","690"
"2018-03-02 19:40","0.0","-5.0","687"
"2018-03-02 19:50","0.0","-5.1","686"
"2018-03-02 20:00","0.0","-5.0","688"
"2018-03-02 20:10","0.0","-5.0","690"
"2018-03-02 20:20","0.0","-5.0","690"
"2018-03-02 20:30","0.0","-5.0","693"
"2018-03-02 20:40","-0.1","-4.9","697"
"2018-03-02 20:50","-0.1","-4.9","698"
"2018-03-02 21:00","-0.1","-4.8","707"
"2018-03-02 21:10","-0.2","-4.6","723"
"2018-03-02 21:20","-0.4","-4.6","732"
"2018-03-02 21:30","-0.5","-4.5","746"
"2018-03-02 21:40","-0.6","-4.4","753"
"2018-03-02 21:50","-0.7","-4.3","765"
"2018-03-02 22:00","-0.8","-4.2","778"
"2018-03-02 22:10","-0.9","-4.1","787"
"2018-03-02 22:20","-0.9","-3.9","803"
"2018-03-02 22:30","-1.0","-3.8","817"
"2018-03-02 22:40","-1.1","-3.6","828"
"2018-03-02 22:50","-1.1","-3.5","839"
"2018-03-02 23:00","-1.2","-3.4","850"
"2018-03-02 23:10","-1.2","-3.3","858"
"2018-03-02 23:20","-1.3","-3.2","866"
"2018-03-02 23:30","-1.3","-3.2","869"
"2018-03-02 23:40","-1.2","-3.1","872"
"2018-03-02 23:50","-1.2","-3.0","873"
"2018-03-03 00:00","-1.2","-3.1","872"
"2018-03-03 00:10","-1.3","-3.1","875"
"2018-03-03 00:20","-1.3","-3.1","876"
"2018-03-03 00:30","-1.3","-3.1","876"
"2018-03-03 00:40","-1.2","-3.1","874"
"2018-03-03 00:50","-1.2","-3.1","869"
"2018-03-03 01:00","-1.2","-3.2","865"
"2018-03-03 01:10","-1.2","-3.2","862"
"2018-03-03 01:20","-1.1","-3.2","856"
"2018-03-03 01:30","-1.1","-3.3","851"
"2018-03-03 01:40","-1.1","-3.3","849"
"2018-03-03 01:50","-1.1","-3.3","851"
"2018-03-03 02:00","-1.2","-3.3","855"
"2018-03-03 02:10","-1.3","-3.3","863"
"2018-03-03 02:20","-1.4","-3.2","869"
"2018-03-03 02:30","-1.4","-3.2","874"
"2018-03-03 02:40","-1.5","-3.2","881"
"2018-03-03 02:50","-1.5","-3.1","886"
"2018-03-03 03:00","-1.5","-3.1","891"
"2018-03-03 03:10","-1.5","-3.0","895"
"2018-03-03 03:20","-1.6","-3.0","900"
"2018-03-03 03:30","-1.6","-3.0","904"
"2018-03-03 03:40","-1.6","-3.0","906"
"2018-03-03 03:50","-1.7","-3.0","911"
"2018-03-03 04:00","-1.7","-3.0","913"
"2018-03-03 04:10","-1.8","-3.0","915"
"2018-03-03 04:20","-1.8","-3.0","918"
"2018-03-03 04:30","-1.9","-3.0","920"
"2018-03-03 04:40","-1.8","-2.9","923"
"2018-03-03 04:50","-1.8","-2.8","923"
"2018-03-03 05:00","-1.7","-2.8","920"
"2018-03-03 05:10","-1.6","-2.8","917"
"2018-03-03 05:20","-1.6","-2.8","914"
"2018-03-03 05:30","-1.6","-2.8","913"
"2018-03-03 05:40","-1.6","-2.9","911"
"2018-03-03 05:50","-1.6","-2.9","909"
"2018-03-03 06:00","-1.7","-3.0","909"
"2018-03-03 06:10","-1.7","-3.0","911"
"2018-03-03 06:20","-1.7","-2.9","913"
"2018-03-03 06:30","-1.7","-2.9","915"
"2018-03-03 06:40","-1.7","-2.8","918"
"2018-03-03 06:50","-1.7","-2.8","918"
"2018-03-03 07:00","-1.6","-2.7","918"
"2018-03-03 07:10","-1.6","-2.7","917"
"2018-03-03 07:20","-1.6","-2.7","916"
"2018-03-03 07:30","-1.5","-2.7","915"
"2018-03-03 07:40","-1.5","-2.7","914"
"2018-03-03 07:50","-1.4","-2.6","911"
"2018-03-03 08:00","-1.3","-2.6","907"
"2018-03-03 08:10","-1.2","-2.6","904"
"2018-03-03 08:20","-1.1","-2.5","900"
"2018-03-03 08:30","-1.0","-2.5","897"
"2018-03-03 08:40","-0.9","-2.4","893"
"2018-03-03 08:50","-0.8","-2.4","886"
"2018-03-03 09:00","-0.7","-2.4","879"
"2018-03-03 09:10","-0.6","-2.4","874"
"2018-03-03 09:20","-0.5","-2.4","867"
"2018-03-03 09:30","-0.4","-2.5","859"
"2018-03-03 09:40","-0.4","-2.5","855"
"2018-03-03 09:50","-0.1","-2.3","851"
"2018-03-03 10:00","0.0","-2.3","838"
"2018-03-03 10:10","0.2","-2.2","830"
"2018-03-03 10:20","0.5","-2.1","821"
"2018-03-03 10:30","0.6","-2.1","813"
"2018-03-03 10:40","0.8","-2.0","810"
"2018-03-03 10:50","1.0","-1.9","802"
"2018-03-03 11:00","1.1","-2.0","791"
"2018-03-03 11:10","1.0","-2.2","785"
"2018-03-03 11:20","1.0","-2.2","782"
"2018-03-03 11:30","1.1","-2.2","781"
"2018-03-03 11:40","1.3","-1.9","782"
"2018-03-03 11:50","1.4","-1.8","784"
"2018-03-03 12:00","1.6","-1.7","782"
"2018-03-03 12:10","1.9","-1.5","778"
"2018-03-03 12:20","1.6","-1.8","771"
"2018-03-03 12:30","1.5","-2.0","774"
"2018-03-03 12:40","1.6","-1.8","777"
"2018-03-03 12:50","1.6","-1.9","771"
"2018-03-03 13:00","1.6","-1.9","766"
"2018-03-03 13:10","1.8","-1.9","761"
"2018-03-03 13:20","1.8","-1.9","755"
"2018-03-03 13:30","1.7","-2.0","754"
"2018-03-03 13:40","1.7","-2.1","753"
"2018-03-03 13:50","1.8","-2.0","754"
"2018-03-03 14:00","1.9","-1.9","751"
"2018-03-03 14:10","1.9","-1.9","750"
"2018-03-03 14:20","1.9","-2.0","747"
"2018-03-03 14:30","2.1","-1.8","748"
"2018-03-03 14:40","2.2","-2.0","733"
"2018-03-03 14:50","2.0","-2.5","718"
"2018-03-03 15:00","2.0","-2.4","720"
"2018-03-03 15:10","2.0","-2.6","711"
"2018-03-03 15:20","2.0","-2.7","705"
"2018-03-03 15:30","2.2","-2.6","702"
"2018-03-03 15:40","2.3","-2.6","691"
"2018-03-03 15:50","2.4","-2.6","690"
"2018-03-03 16:00","2.2","-3.0","680"
"2018-03-03 16:10","2.2","-2.9","683"
"2018-03-03 16:20","2.3","-2.8","685"
"2018-03-03 16:30","2.2","-2.7","694"
"2018-03-03 16:40","2.2","-2.6","701"
"2018-03-03 16:50","2.1","-2.7","700"
"2018-03-03 17:00","2.2","-2.5","704"
"2018-03-03 17:10","2.1","-2.2","725"
"2018-03-03 17:20","1.9","-2.0","747"
"2018-03-03 17:30","1.8","-2.0","753"
"2018-03-03 17:40","1.8","-1.9","758"
"2018-03-03 17:50","1.7","-2.0","757"
"2018-03-03 18:00","1.5","-2.1","760"
"2018-03-03 18:10","1.4","-2.1","764"
"2018-03-03 18:20","1.4","-2.2","766"
"2018-03-03 18:30","1.4","-2.1","769"
"2018-03-03 18:40","1.3","-2.2","768"
"2018-03-03 18:50","1.2","-2.3","766"
"2018-03-03 19:00","1.2","-2.4","761"
"2018-03-03 19:10","1.3","-2.4","757"
"2018-03-03 19:20","1.3","-2.5","753"
"2018-03-03 19:30","1.3","-2.6","750"
"2018-03-03 19:40","1.3","-2.6","749"
"2018-03-03 19:50","1.2","-2.7","747"
"2018-03-03 20:00","1.2","-2.7","749"
"2018-03-03 20:10","1.1","-2.8","745"
"2018-03-03 20:20","1.1","-3.4","714"
"2018-03-03 20:30","1.1","-3.8","692"
"2018-03-03 20:40","1.0","-4.2","678"
"2018-03-03 20:50","0.9","-4.4","668"
"2018-03-03 21:00","0.9","-4.6","664"
"2018-03-03 21:10","0.8","-4.7","663"
"2018-03-03 21:20","0.7","-4.8","663"
"2018-03-03 21:30","0.6","-4.9","660"
"2018-03-03 21:40","0.5","-5.0","660"
"2018-03-03 21:50","0.5","-5.0","660"
"2018-03-03 22:00","0.3","-5.2","659"
"2018-03-03 22:10","0.2","-5.3","657"
"2018-03-03 22:20","0.2","-5.4","658"
"2018-03-03 22:30","0.1","-5.4","661"
"2018-03-03 22:40","0.0","-5.4","662"
"2018-03-03 22:50","0.0","-5.3","671"
"2018-03-03 23:00","-0.1","-5.4","671"
"2018-03-03 23:10","-0.2","-5.5","676"
"2018-03-03 23:20","-0.3","-5.4","681"
"2018-03-03 23:30","-0.3","-5.4","686"
"2018-03-03 23:40","-0.5","-5.5","688"
"2018-03-03 23:50","-0.6","-5.5","693"
"2018-03-04 00:00","-0.7","-5.5","698"
"2018-03-04 00:10","-0.8","-5.5","703"
"2018-03-04 00:20","-0.9","-5.6","703"
"2018-03-04 00:30","-1.0","-5.7","706"
"2018-03-04 00:40","-1.1","-5.7","708"
"2018-03-04 00:50","-1.1","-5.7","711"
"2018-03-04 01:00","-1.2","-5.7","715"
"2018-03-04 01:10","-1.3","-5.7","717"
"2018-03-04 01:20","-1.4","-5.8","720"
"2018-03-04 01:30","-1.5","-5.8","725"
"2018-03-04 01:40","-1.5","-5.7","728"
"2018-03-04 01:50","-1.6","-5.7","734"
"2018-03-04 02:00","-1.6","-5.7","737"
"2018-03-04 02:10","-1.6","-5.6","741"
"2018-03-04 02:20","-1.7","-5.6","745"
"2018-03-04 02:30","-1.8","-5.6","749"
"2018-03-04 02:40","-1.8","-5.6","752"
"2018-03-04 02:50","-1.8","-5.6","753"
"2018-03-04 03:00","-1.9","-5.7","753"
"2018-03-04 03:10","-1.9","-5.7","751"
"2018-03-04 03:20","-1.9","-5.8","748"
"2018-03-04 03:30","-2.0","-5.8","750"
"2018-03-04 03:40","-2.1","-5.7","760"
"2018-03-04 03:50","-2.2","-5.7","767"
"2018-03-04 04:00","-2.2","-5.8","766"
"2018-03-04 04:10","-2.3","-5.9","762"
"2018-03-04 04:20","-2.2","-5.9","758"
"2018-03-04 04:30","-2.3","-6.2","748"
"2018-03-04 04:40","-2.5","-6.6","736"
"2018-03-04 04:50","-2.7","-6.8","728"
"2018-03-04 05:00","-2.8","-7.0","726"
"2018-03-04 05:10","-2.8","-7.1","721"
"2018-03-04 05:20","-3.0","-7.5","715"
"2018-03-04 05:30","-3.3","-7.7","714"
"2018-03-04 05:40","-3.5","-7.9","713"
"2018-03-04 05:50","-3.6","-8.0","715"
"2018-03-04 06:00","-3.8","-8.2","715"
"2018-03-04 06:10","-4.0","-8.4","714"
"2018-03-04 06:20","-4.1","-8.5","715"
"2018-03-04 06:30","-4.3","-8.7","715"
"2018-03-04 06:40","-4.4","-8.8","715"
"2018-03-04 06:50","-4.6","-8.9","715"
"2018-03-04 07:00","-4.7","-9.0","716"
"2018-03-04 07:10","-4.7","-9.1","714"
"2018-03-04 07:20","-4.1","-8.7","703"
"2018-03-04 07:30","-3.8","-8.8","680"
"2018-03-04 07:40","-3.8","-9.1","663"
"2018-03-04 07:50","-3.5","-8.9","661"
"2018-03-04 08:00","-3.3","-9.0","650"
"2018-03-04 08:10","-3.4","-9.2","642"
"2018-03-04 08:20","-3.3","-9.1","640"
"2018-03-04 08:30","-3.1","-9.0","637"
"2018-03-04 08:40","-3.0","-9.0","633"
"2018-03-04 08:50","-2.8","-9.0","623"
"2018-03-04 09:00","-2.6","-8.7","625"
"2018-03-04 09:10","-2.4","-8.7","619"
"2018-03-04 09:20","-2.4","-9.0","608"
"2018-03-04 09:30","-2.1","-8.8","603"
"2018-03-04 09:40","-2.2","-8.8","601"
"2018-03-04 09:50","-1.9","-8.9","586"
"2018-03-04 10:00","-1.6","-8.4","597"
"2018-03-04 10:10","-1.5","-8.5","585"
"2018-03-04 10:20","-1.0","-8.3","576"
"2018-03-04 10:30","-0.9","-8.3","572"
"2018-03-04 10:40","-1.0","-8.5","566"
"2018-03-04 10:50","-1.0","-8.5","566"
"2018-03-04 11:00","-0.5","-8.3","557"
"2018-03-04 11:10","-0.3","-8.0","563"
"2018-03-04 11:20","0.0","-7.9","553"
"2018-03-04 11:30","0.5","-7.6","540"
"2018-03-04 11:40","0.3","-8.0","531"
"2018-03-04 11:50","0.7","-8.0","519"
"2018-03-04 12:00","0.8","-7.8","522"
"2018-03-04 12:10","0.9","-7.9","512"
"2018-03-04 12:20","1.5","-8.1","485"
"2018-03-04 12:30","1.5","-8.4","474"
"2018-03-04 12:40","1.3","-8.2","488"
"2018-03-04 12:50","1.6","-8.2","476"
"2018-03-04 13:00","1.8","-8.4","465"
"2018-03-04 13:10","2.5","-7.7","462"
"2018-03-04 13:20","2.0","-8.6","449"
"2018-03-04 13:30","2.3","-8.8","433"
"2018-03-04 13:40","2.7","-8.3","439"
"2018-03-04 13:50","1.9","-9.3","428"
"2018-03-04 14:00","2.2","-9.1","427"
"2018-03-04 14:10","2.0","-8.6","449"
"2018-03-04 14:20","1.9","-8.6","453"
"2018-03-04 14:30","2.2","-8.7","440"
"2018-03-04 14:40","2.5","-8.9","424"
"2018-03-04 14:50","2.4","-8.7","433"
"2018-03-04 15:00","2.6","-8.7","426"
"2018-03-04 15:10","2.4","-9.3","412"
"2018-03-04 15:20","2.2","-9.3","420"
"2018-03-04 15:30","1.8","-9.2","435"
"2018-03-04 15:40","2.4","-9.2","418"
"2018-03-04 15:50","1.6","-9.6","427"
"2018-03-04 16:00","1.4","-9.5","436"
"2018-03-04 16:10","1.5","-9.2","445"
"2018-03-04 16:20","1.3","-9.2","451"
"2018-03-04 16:30","1.6","-9.3","439"
"2018-03-04 16:40","1.6","-9.3","438"
"2018-03-04 16:50","1.5","-9.1","446"
"2018-03-04 17:00","1.3","-9.1","455"
"2018-03-04 17:10","0.9","-9.3","460"
"2018-03-04 17:20","0.7","-9.0","477"
"2018-03-04 17:30","0.5","-9.0","485"
"2018-03-04 17:40","0.2","-8.8","501"
"2018-03-04 17:50","0.0","-8.7","519"
"2018-03-04 18:00","-0.2","-8.6","533"
"2018-03-04 18:10","-0.3","-8.5","539"
"2018-03-04 18:20","-0.3","-8.5","542"
"2018-03-04 18:30","-0.4","-8.5","543"
"2018-03-04 18:40","-0.4","-8.5","542"
"2018-03-04 18:50","-0.4","-8.6","537"
"2018-03-04 19:00","-0.4","-8.7","535"
"2018-03-04 19:10","-0.4","-8.7","532"
"2018-03-04 19:20","-0.4","-8.7","534"
"2018-03-04 19:30","-0.4","-8.5","546"
"2018-03-04 19:40","-0.5","-8.5","547"
"2018-03-04 19:50","-0.6","-8.5","552"
"2018-03-04 20:00","-0.6","-8.5","552"
"2018-03-04 20:10","-0.7","-8.5","557"
"2018-03-04 20:20","-0.8","-8.5","558"
"2018-03-04 20:30","-0.9","-8.5","562"
"2018-03-04 20:40","-1.0","-8.4","570"
"2018-03-04 20:50","-1.1","-8.3","579"
"2018-03-04 21:00","-1.2","-8.3","583"
"2018-03-04 21:10","-1.3","-8.2","593"
"2018-03-04 21:20","-1.4","-8.2","596"
"2018-03-04 21:30","-1.6","-8.1","611"
"2018-03-04 21:40","-1.7","-8.0","622"
"2018-03-04 21:50","-1.9","-8.0","625"
"2018-03-04 22:00","-1.9","-8.0","629"
"2018-03-04 22:10","-2.0","-8.1","632"
"2018-03-04 22:20","-2.2","-8.2","633"
"2018-03-04 22:30","-2.3","-8.2","635"
"2018-03-04 22:40","-2.3","-8.2","642"
"2018-03-04 22:50","-2.4","-8.2","645"
"2018-03-04 23:00","-2.5","-8.2","647"
